Product Name,Group,Item,Availability,Color,Link,Size,Price,Fit,Fabric,user_query,Hashtags,Image
Moss Green Cotton Maternity Pant,Women,maternity,In Stock,Green,https://www.aarong.com/women/maternity/moss-green-cotton-maternity-pant-22e244126011.html,M,Tk 776.74,Classic Pants,Cotton,"A Green, Classic Pants maternity around Tk 776.74.","['green maternity', 'maternity', 'size m green maternity', 'cotton maternity size m', 'green women maternity', 'moss', 'classicpants maternity m', 'green cotton women', 'm moss green maternity', 'green classicpants size m maternity', 'women m', 'moss green', 'cotton size m maternity', 'green maternity for women', 'size m cotton', 'maternity pant m', 'women classicpants green', 'green women cotton maternity size m', 'moss m classicpants', 'green women size m pant']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Moss Green Cotton Maternity Pant,Women,maternity,In Stock,Green,https://www.aarong.com/women/maternity/moss-green-cotton-maternity-pant-22e244126011.html,L,Tk 776.74,Classic Pants,Cotton,Want to buy a maternity in size L under Tk 776.74.,"['green maternity', 'maternity', 'size l green maternity', 'cotton maternity size l', 'green women maternity', 'moss', 'classicpants maternity l', 'green cotton women', 'l moss green maternity', 'green classicpants size l maternity', 'women l', 'moss green', 'cotton size l maternity', 'green maternity for women', 'size l cotton', 'maternity pant l', 'women classicpants green', 'green women cotton maternity size l', 'moss l classicpants', 'green women size l pant']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Moss Green Cotton Maternity Pant,Women,maternity,In Stock,Green,https://www.aarong.com/women/maternity/moss-green-cotton-maternity-pant-22e244126011.html,XL,Tk 776.74,Classic Pants,Cotton,"Any Women clothing in size XL, preferably Classic Pants?","['green maternity', 'maternity', 'size xl green maternity', 'cotton maternity size xl', 'green women maternity', 'moss', 'classicpants maternity xl', 'green cotton women', 'xl moss green maternity', 'green classicpants size xl maternity', 'women xl', 'moss green', 'cotton size xl maternity', 'green maternity for women', 'size xl cotton', 'maternity pant xl', 'women classicpants green', 'green women cotton maternity size xl', 'moss xl classicpants', 'green women size xl pant']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Beige Cotton Maternity Pant,Women,maternity,In Stock,Brown,https://www.aarong.com/women/maternity/beige-cotton-maternity-pant-22e254126015.html,S,Tk 772.73,Classic Pants,Cotton,Show me Brown maternitys around Tk 772.73.,"['brown maternity', 'maternity', 'size s brown maternity', 'cotton maternity size s', 'brown women maternity', 'beige', 'classicpants maternity s', 'brown cotton women', 's beige cotton maternity', 'brown classicpants size s maternity', 'women s', 'beige brown', 'cotton size s maternity', 'brown maternity for women', 'size s cotton', 'maternity pant s', 'women classicpants brown', 'brown women cotton maternity size s', 'beige s classicpants', 'brown women size s pant']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Coral Printed and Embroidered Viscose Taaga Maternity Top,Women,maternity,In Stock,Orange,https://www.aarong.com/catalog/product/view/id/1935655/s/coral-printed-and-embroidered-viscose-taaga-maternity-top-22e234150252/category/3817/,S,"Tk 2,590.70",Trail Tunic,Viscose,"Want to buy a maternity in size S under Tk 2,590.70.","['orange maternity', 'maternity', 'size s orange maternity', 'viscose maternity size s', 'orange women maternity', 'coral', 'trailtunic maternity s', 'orange viscose women', 's coral printed maternity', 'orange trailtunic size s maternity', 'women s', 'coral orange', 'viscose size s maternity', 'orange maternity for women', 'size s viscose', 'maternity top s', 'women trailtunic orange', 'orange women viscose maternity size s', 'coral s trailtunic', 'orange women size s top']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Coral Printed and Embroidered Viscose Taaga Maternity Top,Women,maternity,In Stock,Orange,https://www.aarong.com/catalog/product/view/id/1935655/s/coral-printed-and-embroidered-viscose-taaga-maternity-top-22e234150252/category/3817/,M,"Tk 2,590.70",Trail Tunic,Viscose,"A Orange, Trail Tunic maternity around Tk 2,590.70.","['orange maternity', 'maternity', 'size m orange maternity', 'viscose maternity size m', 'orange women maternity', 'coral', 'trailtunic maternity m', 'orange viscose women', 'm coral printed maternity', 'orange trailtunic size m maternity', 'women m', 'coral orange', 'viscose size m maternity', 'orange maternity for women', 'size m viscose', 'maternity top m', 'women trailtunic orange', 'orange women viscose maternity size m', 'coral m trailtunic', 'orange women size m top']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Coral Printed and Embroidered Viscose Taaga Maternity Top,Women,maternity,In Stock,Orange,https://www.aarong.com/catalog/product/view/id/1935655/s/coral-printed-and-embroidered-viscose-taaga-maternity-top-22e234150252/category/3817/,XL,"Tk 2,590.70",Trail Tunic,Viscose,"Looking for Trail Tunic maternitys in Orange under Tk 2,590.70.","['orange maternity', 'maternity', 'size xl orange maternity', 'viscose maternity size xl', 'orange women maternity', 'coral', 'trailtunic maternity xl', 'orange viscose women', 'xl coral printed maternity', 'orange trailtunic size xl maternity', 'women xl', 'coral orange', 'viscose size xl maternity', 'orange maternity for women', 'size xl viscose', 'maternity top xl', 'women trailtunic orange', 'orange women viscose maternity size xl', 'coral xl trailtunic', 'orange women size xl top']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Coral Printed and Embroidered Viscose Taaga Maternity Top,Women,maternity,In Stock,Orange,https://www.aarong.com/catalog/product/view/id/1935655/s/coral-printed-and-embroidered-viscose-taaga-maternity-top-22e234150252/category/3817/,XXL,"Tk 2,590.70",Trail Tunic,Viscose,Do you have size XXL in Orange maternitys?,"['orange maternity', 'maternity', 'size xxl orange maternity', 'viscose maternity size xxl', 'orange women maternity', 'coral', 'trailtunic maternity xxl', 'orange viscose women', 'xxl coral printed maternity', 'orange trailtunic size xxl maternity', 'women xxl', 'coral orange', 'viscose size xxl maternity', 'orange maternity for women', 'size xxl viscose', 'maternity top xxl', 'women trailtunic orange', 'orange women viscose maternity size xxl', 'coral xxl trailtunic', 'orange women size xxl top']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Red Printed Viscose Taaga Maternity Tunic,Women,maternity,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2533379/s/red-printed-viscose-taaga-maternity-tunic-22e244150058/category/3817/,S,"Tk 1,516.28",Flared,Viscose,"Want to buy a maternity in size S under Tk 1,516.28.","['red maternity', 'maternity', 'size s red maternity', 'viscose maternity size s', 'red women maternity', 'red', 'flared maternity s', 'red viscose women', 's red printed maternity', 'red flared size s maternity', 'women s', 'red red', 'viscose size s maternity', 'red maternity for women', 'size s viscose', 'maternity tunic s', 'women flared red', 'red women viscose maternity size s', 'red s flared', 'red women size s tunic']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Red Printed Viscose Taaga Maternity Tunic,Women,maternity,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2533379/s/red-printed-viscose-taaga-maternity-tunic-22e244150058/category/3817/,M,"Tk 1,516.28",Flared,Viscose,"Want to buy a maternity in size M under Tk 1,516.28.","['red maternity', 'maternity', 'size m red maternity', 'viscose maternity size m', 'red women maternity', 'red', 'flared maternity m', 'red viscose women', 'm red printed maternity', 'red flared size m maternity', 'women m', 'red red', 'viscose size m maternity', 'red maternity for women', 'size m viscose', 'maternity tunic m', 'women flared red', 'red women viscose maternity size m', 'red m flared', 'red women size m tunic']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Red Printed Viscose Taaga Maternity Tunic,Women,maternity,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2533379/s/red-printed-viscose-taaga-maternity-tunic-22e244150058/category/3817/,L,"Tk 1,516.28",Flared,Viscose,"Show me Red maternitys around Tk 1,516.28.","['red maternity', 'maternity', 'size l red maternity', 'viscose maternity size l', 'red women maternity', 'red', 'flared maternity l', 'red viscose women', 'l red printed maternity', 'red flared size l maternity', 'women l', 'red red', 'viscose size l maternity', 'red maternity for women', 'size l viscose', 'maternity tunic l', 'women flared red', 'red women viscose maternity size l', 'red l flared', 'red women size l tunic']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Red Printed Viscose Taaga Maternity Tunic,Women,maternity,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2533379/s/red-printed-viscose-taaga-maternity-tunic-22e244150058/category/3817/,XL,"Tk 1,516.28",Flared,Viscose,"Looking for Flared maternitys in Red under Tk 1,516.28.","['red maternity', 'maternity', 'size xl red maternity', 'viscose maternity size xl', 'red women maternity', 'red', 'flared maternity xl', 'red viscose women', 'xl red printed maternity', 'red flared size xl maternity', 'women xl', 'red red', 'viscose size xl maternity', 'red maternity for women', 'size xl viscose', 'maternity tunic xl', 'women flared red', 'red women viscose maternity size xl', 'red xl flared', 'red women size xl tunic']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Brick Red Printed Linen Taaga Maternity Sleepwear,Women,maternity,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2758936/s/brick-red-printed-linen-taaga-maternity-sleepwear-22e254135024/category/3817/,S,"Tk 1,004.65",Kaftan Style,Linen,"Looking for Kaftan Style maternitys in Red under Tk 1,004.65.","['red maternity', 'maternity', 'size s red maternity', 'linen maternity size s', 'red women maternity', 'brick', 'kaftanstyle maternity s', 'red linen women', 's brick red maternity', 'red kaftanstyle size s maternity', 'women s', 'brick red', 'linen size s maternity', 'red maternity for women', 'size s linen', 'maternity sleepwear s', 'women kaftanstyle red', 'red women linen maternity size s', 'brick s kaftanstyle', 'red women size s sleepwear']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Grey Viscose Taaga Maternity Casual Top,Women,maternity,In Stock,Grey,https://www.aarong.com/women/maternity/grey-viscose-taaga-maternity-casual-top-22z244150189.html,S,"Tk 1,297.67",Front Open,Viscose,"Want to buy a maternity in size S under Tk 1,297.67.","['grey maternity', 'maternity', 'size s grey maternity', 'viscose maternity size s', 'grey women maternity', 'grey', 'frontopen maternity s', 'grey viscose women', 's grey viscose maternity', 'grey frontopen size s maternity', 'women s', 'grey grey', 'viscose size s maternity', 'grey maternity for women', 'size s viscose', 'maternity top s', 'women frontopen grey', 'grey women viscose maternity size s', 'grey s frontopen', 'grey women size s top']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Grey Viscose Taaga Maternity Casual Top,Women,maternity,In Stock,Grey,https://www.aarong.com/women/maternity/grey-viscose-taaga-maternity-casual-top-22z244150189.html,M,"Tk 1,297.67",Front Open,Viscose,"Looking for Front Open maternitys in Grey under Tk 1,297.67.","['grey maternity', 'maternity', 'size m grey maternity', 'viscose maternity size m', 'grey women maternity', 'grey', 'frontopen maternity m', 'grey viscose women', 'm grey viscose maternity', 'grey frontopen size m maternity', 'women m', 'grey grey', 'viscose size m maternity', 'grey maternity for women', 'size m viscose', 'maternity top m', 'women frontopen grey', 'grey women viscose maternity size m', 'grey m frontopen', 'grey women size m top']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
